k,epsAcc,z,zAcc,sAcc,modelstat,solvestat

1,       57.603716,      2378183.881245,           57.603716,            0.000000,1,1

2,       60.228805,      2355437.830675,           60.228805,            0.000000,1,1

3,       62.853893,      2345129.215405,           62.853893,            0.000000,1,1

4,       65.478982,      2338013.945333,           65.478982,            0.000000,1,1

5,       68.104071,      2335522.418822,           68.104071,            0.000000,1,1

